username,feedback,score,at,app_version
Restu Rajata,"Payah, gk bisa dipake sama sekali.",2,2024-04-30 21:44:35,4.1.0
"Maman Hutagalung, M.Ak",Lambat banget! ga enak dipake,2,2024-09-13 19:34:08,4.1.0
"R.M. Indra Yuniar, S.E.I","Lemot bgt app ini, fix uninstall.",3,2024-01-06 20:47:16,4.1.0
Hadi Siregar,Aplikasinya bagus banget!,4,2024-09-11 22:04:38,4.1.0
Drs. Dirja Wijayanti,"Payah, gk bisa dipake sama sekali.",1,2024-03-08 4:39:46,4.1.0
"KH. Cakrajiya Haryanto, S.Psi","Gak bisa checkout, tolong perbaiki dong!",1,2024-09-06 19:14:04,4.1.0
Luwes Wibisono,"Males banget, tiap buka loading terus.",1,2024-06-01 22:35:20,4.1.0
Nyoman Pudjiastuti,"Lemot bgt app ini, fix uninstall.",1,2024-04-12 18:32:50,4.1.0
Sutan Ajiono Salahudin,Udah nyoba berkali-kali tetep gk bisa.,3,2024-07-14 10:39:59,4.1.0
"R.M. Radika Kuswandari, S.Pt","Males banget, tiap buka loading terus.",2,2024-07-31 23:12:42,4.1.0
T. Endra Firmansyah,"Males banget, tiap buka loading terus.",1,2024-09-20 3:49:08,4.1.0
"Cinthia Samosir, S.Pt","Gak bisa checkout, tolong perbaiki dong!",3,2024-04-15 2:32:39,4.1.0
Argono Puspita,"Layanan memuaskan, fitur lengkap.",4,2024-02-15 8:49:08,4.1.0
"Cawuk Pratiwi, M.Pd","Pokoknya juara, the best dah.",5,2024-10-02 11:36:50,4.1.0
"Dr. Galang Anggriawan, S.I.Kom","Aduh app-nya error mulu, ga bener.",1,2024-10-12 12:54:12,4.1.0
"Gaiman Mangunsong, S.E.I","Pokoknya juara, the best dah.",5,2024-06-09 15:22:56,4.1.0
"Tgk. Tasdik Novitasari, M.Kom.","Mantul, pokoknya aplikasi ini juara deh!",4,2024-02-10 11:30:48,4.1.0
Jasmin Firgantoro,"Males banget, tiap buka loading terus.",1,2024-03-10 16:59:25,4.1.0
Mustika Samosir,"Payah, gk bisa dipake sama sekali.",2,2024-08-19 19:33:06,4.1.0
Luthfi Lailasari,"Cepat dan responsif, saya suka.",4,2024-09-20 0:25:45,4.1.0
Cengkal Kuswoyo,"Aduh app-nya error mulu, ga bener.",3,2024-07-15 7:56:31,4.1.0
"Paramita Sudiati, S.Psi","Aduh app-nya error mulu, ga bener.",2,2024-05-29 23:28:18,4.1.0
Vino Handayani,"Payah, gk bisa dipake sama sekali.",2,2024-02-10 17:16:05,4.1.0
"Ibrahim Farida, S.Pt","Gak bisa checkout, tolong perbaiki dong!",3,2024-07-22 19:45:36,4.1.0
Lukita Gunawan,"Aduh app-nya error mulu, ga bener.",3,2024-02-20 16:13:30,4.1.0
Ikhsan Natsir,"Mantap, semuanya lancar.",4,2024-04-27 1:41:44,4.1.0
Azalea Nurdiyanti,"Layanan memuaskan, fitur lengkap.",5,2024-06-09 23:57:33,4.1.0
Ikin Lazuardi,Aplikasinya bagus banget!,5,2024-02-11 6:52:25,4.1.0
Ifa Prasetyo,"Gak bisa checkout, tolong perbaiki dong!",3,2024-08-02 10:53:12,4.1.0
Cawisono Yuniar,"Lemot bgt app ini, fix uninstall.",1,2024-01-12 23:28:21,4.1.0
Dt. Warsa Wahyudin,Udah nyoba berkali-kali tetep gk bisa.,3,2024-02-12 15:13:14,4.1.0
"Puti Padmi Sinaga, S.Ked","App ini mantap betul, gk kecewa.",4,2024-09-21 15:13:42,4.1.0
"Digdaya Situmorang, M.TI.",Udah nyoba berkali-kali tetep gk bisa.,1,2024-06-06 14:45:53,4.1.0
Hesti Mulyani,"Aduh app-nya error mulu, ga bener.",3,2024-10-02 6:53:44,4.1.0
Kani Sirait,"Lemot bgt app ini, fix uninstall.",2,2024-06-22 15:56:29,4.1.0
"Cut Icha Salahudin, S.Ked",Aplikasinya bagus banget!,4,2024-04-06 8:44:04,4.1.0
Drs. Cahyadi Maulana,"Lancar jaya bro, gk ada error.",5,2024-10-12 3:10:12,4.1.0
Raina Hakim,,2,2024-08-31 12:47:15,4.1.0
Drs. Paulin Thamrin,"App ini mantap betul, gk kecewa.",5,2024-08-05 12:57:31,4.1.0
Aisyah Pudjiastuti,"Gagal terus, tolong dong diperbaiki!",1,2024-08-31 18:17:20,4.1.0
Melinda Agustina,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-08-22 10:25:05,4.1.0
"Hesti Prasetya, S.Pt",Lambat banget! ga enak dipake,1,2024-08-12 5:16:28,4.1.0
Puti Saragih,"Lancar jaya bro, gk ada error.",5,2024-03-06 10:48:49,4.1.0
"Janet Pranowo, M.Kom.",Lambat banget! ga enak dipake,1,2024-07-22 12:04:41,4.1.0
Artanto Kusmawati,"Sering eror, ga recommended.",1,2024-05-25 0:46:31,4.1.0
Puti Icha Kuswandari,"Aduh app-nya error mulu, ga bener.",3,2024-10-17 9:08:42,4.1.0
Jane Hasanah,"App ini mantap betul, gk kecewa.",5,2024-08-02 12:19:48,4.1.0
Adinata Salahudin,Udah nyoba berkali-kali tetep gk bisa.,1,2024-03-09 14:30:59,4.1.0
T. Parman Hutasoit,"Lemot bgt app ini, fix uninstall.",3,2024-10-01 3:27:19,4.1.0
"Jail Nuraini, M.Pd","App-nya keren, mantul!",5,2024-04-19 20:29:31,4.1.0
Nadia Yuniar,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-03-17 21:38:02,4.1.0
Tami Damanik,"Sering eror, ga recommended.",3,2024-10-23 11:08:22,4.1.0
Kairav Maryati,"Layanan memuaskan, fitur lengkap.",5,2024-03-10 3:04:00,4.1.0
"R. Aris Manullang, S.Psi","Males banget, tiap buka loading terus.",1,2024-02-17 12:21:14,4.1.0
R.M. Ganep Widiastuti,"Lemot bgt app ini, fix uninstall.",2,2024-04-26 7:47:48,4.1.0
"T. Dagel Novitasari, S.Ked","Cepat dan responsif, saya suka.",5,2024-04-11 16:57:50,4.1.0
Shakila Prabowo,"App-nya keren, mantul!",4,2024-06-21 21:18:07,4.1.0
"Tgk. Gandewa Situmorang, S.Psi","Gak bisa checkout, tolong perbaiki dong!",1,2024-08-09 23:52:56,4.1.0
Farhunnisa Padmasari,"Mantap, semuanya lancar.",4,2024-04-01 22:58:12,4.1.0
"Ir. Paramita Samosir, M.Farm","Aduh app-nya error mulu, ga bener.",3,2024-05-21 18:45:26,4.1.0
"Nabila Purnawati, M.M.","Mantap, semuanya lancar.",4,2024-09-25 23:58:13,4.1.0
Ajeng Wasita,"Sipp, gk ada masalah, mantap.",5,2024-04-18 21:04:13,4.1.0
"Drs. Aisyah Purnawati, S.Pt","Gagal terus, tolong dong diperbaiki!",2,2024-07-13 10:52:47,4.1.0
Patricia Dabukke,"Aduh app-nya error mulu, ga bener.",2,2024-02-09 17:45:42,4.1.0
"R. Dartono Maryati, S.H.","Aduh app-nya error mulu, ga bener.",2,2024-06-12 6:58:39,4.1.0
Puti Kani Kusmawati,"App ini mantap betul, gk kecewa.",4,2024-07-19 17:03:58,4.1.0
"dr. Zalindra Rajasa, S.E.","Sering eror, ga recommended.",2,2024-02-01 15:14:13,4.1.0
"Cinta Wahyuni, S.H.","Cepat dan responsif, saya suka.",4,2024-06-24 0:09:41,4.1.0
"Vera Utami, S.Farm","Sering eror, ga recommended.",3,2024-02-02 0:44:47,4.1.0
Harjaya Nasyiah,"Gak bisa checkout, tolong perbaiki dong!",2,2024-03-05 11:08:58,4.1.0
"Kamaria Damanik, M.Ak","Lancar jaya bro, gk ada error.",5,2024-09-06 15:13:13,4.1.0
Sadina Saragih,"Lemot bgt app ini, fix uninstall.",1,2024-02-15 7:12:00,4.1.0
Yahya Wahyuni,"Sering eror, ga recommended.",3,2024-06-29 10:12:47,4.1.0
Oliva Maheswara,"Sering eror, ga recommended.",2,2024-01-08 14:23:39,4.1.0
"Dt. Lulut Purwanti, M.Pd","Lemot bgt app ini, fix uninstall.",1,2024-06-29 21:50:39,4.1.0
Rama Thamrin,"Males banget, tiap buka loading terus.",1,2024-06-07 19:43:19,4.1.0
Eluh Hassanah,"Males banget, tiap buka loading terus.",1,2024-06-09 13:05:12,4.1.0
Ian Zulkarnain,"Pokoknya juara, the best dah.",5,2024-07-19 14:09:27,4.1.0
R. Emong Nugroho,Lambat banget! ga enak dipake,1,2024-09-24 10:55:45,4.1.0
Hasan Hardiansyah,"Sering eror, ga recommended.",2,2024-04-10 19:13:21,4.1.0
Faizah Hidayanto,Aplikasinya bagus banget!,5,2024-08-13 0:15:43,4.1.0
"drg. Olivia Mustofa, S.Gz","Gagal terus, tolong dong diperbaiki!",2,2024-09-17 19:41:35,4.1.0
"Jessica Widodo, S.Pd",Aplikasinya bagus banget!,5,2024-06-20 4:00:14,4.1.0
"Umaya Riyanti, S.E.","Gagal terus, tolong dong diperbaiki!",2,2024-02-10 3:31:25,4.1.0
Makara Habibi,Aplikasinya bagus banget!,5,2024-08-14 18:38:00,4.1.0
Ikin Hidayanto,"Aduh app-nya error mulu, ga bener.",2,2024-05-11 4:57:00,4.1.0
Kunthara Mardhiyah,"Cepat dan responsif, saya suka.",5,2024-04-12 13:20:26,4.1.0
Ella Tampubolon,"Lemot bgt app ini, fix uninstall.",2,2024-07-03 5:09:39,4.1.0
Kurnia Wijayanti,Lambat banget! ga enak dipake,3,2024-09-26 4:17:01,4.1.0
Oliva Sitorus,"Sipp, gk ada masalah, mantap.",5,2024-09-20 11:11:07,4.1.0
Dalima Oktaviani,"Pokoknya juara, the best dah.",5,2024-05-03 20:24:50,4.1.0
"Ganep Permadi, S.E.I","Aduh app-nya error mulu, ga bener.",1,2024-08-24 0:06:43,4.1.0
Cengkal Prakasa,"Pokoknya juara, the best dah.",5,2024-01-23 5:36:28,4.1.0
Lasmanto Saptono,"Lemot bgt app ini, fix uninstall.",1,2024-04-28 10:07:44,4.1.0
"R.M. Cawuk Puspita, S.I.Kom","Aduh app-nya error mulu, ga bener.",2,2024-06-22 0:14:45,4.1.0
"R.A. Ella Jailani, S.Pt","App ini mantap betul, gk kecewa.",5,2024-08-14 19:49:26,4.1.0
"Oni Megantara, M.Ak","Males banget, tiap buka loading terus.",2,2024-04-30 6:57:53,4.1.0
Kasiyah Suwarno,"Cepat dan responsif, saya suka.",5,2024-04-02 16:49:19,4.1.0
Raharja Situmorang,"Males banget, tiap buka loading terus.",3,2024-02-20 10:24:27,4.1.0
"Gasti Wastuti, S.Pd","Pokoknya juara, the best dah.",4,2024-05-05 4:10:23,4.1.0
"Nurul Siregar, M.Pd",Udah nyoba berkali-kali tetep gk bisa.,1,2024-06-26 22:41:27,4.1.0
Paris Maryati,"App-nya keren, mantul!",5,2024-07-22 14:03:04,4.1.0
Dadap Marpaung,"Gak bisa checkout, tolong perbaiki dong!",2,2024-04-30 17:34:49,4.1.0
Rahmi Jailani,"Aduh app-nya error mulu, ga bener.",1,2024-08-11 16:45:07,4.1.0
Janet Handayani,Udah nyoba berkali-kali tetep gk bisa.,3,2024-04-07 1:26:37,4.1.0
"Ratih Wibisono, S.Ked","Pokoknya juara, the best dah.",4,2024-10-13 17:15:39,4.1.0
Mariadi Tampubolon,Aplikasinya bagus banget!,5,2024-04-05 9:30:54,4.1.0
"R.M. Lega Rahimah, S.H.","Gagal terus, tolong dong diperbaiki!",2,2024-08-03 17:02:48,4.1.0
"Hj. Almira Wijaya, S.H.",Aplikasinya suka ngelag parah,3,2024-09-30 8:51:04,4.1.0
Dt. Hartana Dabukke,"Layanan memuaskan, fitur lengkap.",4,2024-05-13 16:21:34,4.1.0
Kania Pratiwi,"Males banget, tiap buka loading terus.",1,2024-01-24 12:36:27,4.1.0
Kani Andriani,"Mantap, semuanya lancar.",5,2024-10-12 12:11:12,4.1.0
Halima Safitri,"Cepat dan responsif, saya suka.",5,2024-07-03 17:41:22,4.1.0
Danu Nababan,"Cepat dan responsif, saya suka.",4,2024-06-27 11:55:58,4.1.0
"dr. Oni Mandasari, S.Farm",Udah nyoba berkali-kali tetep gk bisa.,3,2024-09-13 9:15:22,4.1.0
"R.M. Rafi Simbolon, M.TI.","Gak bisa checkout, tolong perbaiki dong!",3,2024-05-25 14:51:00,4.1.0
Ida Suartini,"Males banget, tiap buka loading terus.",3,2024-05-19 17:40:47,4.1.0
Queen Kurniawan,Lambat banget! ga enak dipake,1,2024-05-30 21:23:30,4.1.0
dr. Dina Simbolon,"App-nya keren, mantul!",4,2024-03-18 5:35:09,4.1.0
Cager Siregar,Aplikasinya suka ngelag parah,3,2024-04-05 17:51:23,4.1.0
Hana Halimah,Aplikasinya bagus banget!,5,2024-08-30 14:29:43,4.1.0
"Dt. Dadap Maryati, S.Ked","Pokoknya juara, the best dah.",5,2024-06-02 14:58:19,4.1.0
Cawisadi Saragih,Lambat banget! ga enak dipake,2,2024-01-01 4:57:33,4.1.0
Cici Novitasari,Aplikasinya suka ngelag parah,1,2024-01-14 9:53:34,4.1.0
Kamaria Kuswandari,Lambat banget! ga enak dipake,2,2024-06-21 19:58:07,4.1.0
Zulfa Wibowo,Aplikasinya bagus banget!,5,2024-01-06 15:10:24,4.1.0
Mulya Santoso,Lambat banget! ga enak dipake,1,2024-07-24 12:43:32,4.1.0
Juli Gunarto,Udah nyoba berkali-kali tetep gk bisa.,2,2024-08-31 23:25:42,4.1.0
Mumpuni Nurdiyanti,"Lemot bgt app ini, fix uninstall.",2,2024-07-25 21:44:45,4.1.0
Hadi Waluyo,"Payah, gk bisa dipake sama sekali.",2,2024-01-24 2:22:02,4.1.0
Amelia Widiastuti,Aplikasinya bagus banget!,4,2024-03-21 10:33:05,4.1.0
Sakura Hardiansyah,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-06-29 16:18:38,4.1.0
Drs. Keisha Samosir,"Mantap, semuanya lancar.",4,2024-07-12 23:00:42,4.1.0
Teguh Hastuti,"Gagal terus, tolong dong diperbaiki!",2,2024-10-05 22:57:02,4.1.0
Drs. Elma Hutapea,"Aduh app-nya error mulu, ga bener.",3,2024-02-22 14:50:17,4.1.0
Kemal Megantara,"Gagal terus, tolong dong diperbaiki!",2,2024-07-27 1:12:46,4.1.0
Mursita Saputra,Aplikasinya suka ngelag parah,1,2024-01-19 1:41:10,4.1.0
Halima Yuniar,"Cepat dan responsif, saya suka.",5,2024-04-02 17:03:30,4.1.0
"Dr. Ana Iswahyudi, S.T.","Payah, gk bisa dipake sama sekali.",2,2024-03-08 6:24:54,4.1.0
Gilda Putra,Udah nyoba berkali-kali tetep gk bisa.,3,2024-05-12 12:46:05,4.1.0
Novi Halim,"Gagal terus, tolong dong diperbaiki!",1,2024-02-05 0:35:10,4.1.0
"dr. Tami Namaga, M.Farm",Aplikasinya suka ngelag parah,2,2024-04-13 5:44:03,4.1.0
"Puti Halima Suryatmi, S.Psi","Sering eror, ga recommended.",2,2024-02-01 13:28:20,4.1.0
"H. Taswir Halim, M.TI.","Mantul, pokoknya aplikasi ini juara deh!",4,2024-01-13 5:07:15,4.1.0
T. Prakosa Andriani,"Gagal terus, tolong dong diperbaiki!",1,2024-08-28 21:58:36,4.1.0
R. Oni Maheswara,"Mantap, semuanya lancar.",5,2024-07-14 2:29:03,4.1.0
"Padma Yolanda, S.Gz","Layanan memuaskan, fitur lengkap.",5,2024-10-20 14:17:56,4.1.0
Ade Habibi,"Gagal terus, tolong dong diperbaiki!",2,2024-02-29 4:15:46,4.1.0
"R.A. Nurul Maheswara, M.Ak","Gagal terus, tolong dong diperbaiki!",1,2024-10-10 21:17:48,4.1.0
"Endah Permadi, S.Psi","Sering eror, ga recommended.",1,2024-03-22 19:06:14,4.1.0
Kasiyah Farida,"App-nya keren, mantul!",4,2024-06-04 2:42:34,4.1.0
Ganjaran Pertiwi,"Gak bisa checkout, tolong perbaiki dong!",3,2024-09-06 11:18:51,4.1.0
Catur Simanjuntak,"Aduh app-nya error mulu, ga bener.",2,2024-04-24 15:22:44,4.1.0
R. Ina Wahyuni,"App ini mantap betul, gk kecewa.",5,2024-09-24 14:42:28,4.1.0
Eli Hidayat,Lambat banget! ga enak dipake,3,2024-05-16 20:07:37,4.1.0
drg. Jaeman Sudiati,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-09-06 16:12:25,4.1.0
Jaeman Pratama,"Sering eror, ga recommended.",3,2024-06-13 21:15:25,4.1.0
"Fitriani Simbolon, M.Ak","Males banget, tiap buka loading terus.",2,2024-02-15 19:18:47,4.1.0
Raisa Siregar,Udah nyoba berkali-kali tetep gk bisa.,2,2024-03-28 19:27:00,4.1.0
Darman Hutasoit,"Gak bisa checkout, tolong perbaiki dong!",2,2024-08-08 7:39:58,4.1.0
Elisa Agustina,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-09-09 8:36:14,4.1.0
Bakijan Sihombing,"Males banget, tiap buka loading terus.",1,2024-01-02 2:58:11,4.1.0
Aswani Tarihoran,,1,2024-09-19 11:57:21,4.1.0
Olga Rahayu,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-06-01 1:50:53,4.1.0
Dr. Karen Suwarno,Aplikasinya suka ngelag parah,1,2024-10-14 5:12:42,4.1.0
Laila Simanjuntak,"Lancar jaya bro, gk ada error.",4,2024-01-16 0:56:55,4.1.0
Yulia Mandasari,"Mantap, semuanya lancar.",5,2024-09-08 8:06:25,4.1.0
Kajen Utami,Lambat banget! ga enak dipake,2,2024-02-23 7:29:10,4.1.0
Cornelia Najmudin,"Gagal terus, tolong dong diperbaiki!",1,2024-06-27 5:19:00,4.1.0
"H. Cahyo Lazuardi, S.Pd","Sipp, gk ada masalah, mantap.",4,2024-03-19 17:34:26,4.1.0
Tasnim Maryati,"Cepat dan responsif, saya suka.",4,2024-09-06 2:59:10,4.1.0
Dr. Ani Suwarno,Udah nyoba berkali-kali tetep gk bisa.,3,2024-09-21 0:27:25,4.1.0
Hartana Handayani,Aplikasinya bagus banget!,4,2024-09-08 2:45:27,4.1.0
Tgk. Kamidin Prasetya,"Payah, gk bisa dipake sama sekali.",2,2024-06-22 3:53:40,4.1.0
R. Gandewa Saragih,"Payah, gk bisa dipake sama sekali.",1,2024-01-20 11:12:01,4.1.0
"Dr. Dewi Maryati, S.Pd","Mantap, semuanya lancar.",5,2024-06-14 14:25:43,4.1.0
"KH. Ozy Suryatmi, S.E.I",Udah nyoba berkali-kali tetep gk bisa.,2,2024-09-17 22:01:39,4.1.0
Puti Agnes Namaga,"Lemot bgt app ini, fix uninstall.",1,2024-10-14 17:06:44,4.1.0
Wawan Waluyo,"Payah, gk bisa dipake sama sekali.",3,2024-04-21 8:02:20,4.1.0
"R.M. Ivan Mayasari, S.Farm","Males banget, tiap buka loading terus.",2,2024-02-20 14:59:18,4.1.0
"drg. Michelle Damanik, M.Kom.","Gagal terus, tolong dong diperbaiki!",2,2024-07-13 9:49:16,4.1.0
R. Siska Hartati,"Aduh app-nya error mulu, ga bener.",2,2024-09-06 11:53:46,4.1.0
Azalea Puspasari,"Gak bisa checkout, tolong perbaiki dong!",1,2024-03-14 9:22:26,4.1.0
"dr. Puti Utama, S.T.","Mantap, semuanya lancar.",4,2024-08-08 0:29:39,4.1.0
"drg. Jasmin Haryanto, S.Ked","Mantul, pokoknya aplikasi ini juara deh!",4,2024-09-14 15:19:37,4.1.0
Hari Pangestu,"App-nya keren, mantul!",5,2024-03-09 4:47:39,4.1.0
dr. Laila Hariyah,"Payah, gk bisa dipake sama sekali.",3,2024-04-15 19:05:35,4.1.0
Tgk. Gamanto Sihombing,"App-nya keren, mantul!",5,2024-08-29 11:26:18,4.1.0
Umay Dongoran,Aplikasinya bagus banget!,5,2024-08-18 22:19:57,4.1.0
Galiono Sirait,Aplikasinya bagus banget!,4,2024-10-20 6:47:53,4.1.0
Prayogo Rahmawati,"Payah, gk bisa dipake sama sekali.",3,2024-09-19 19:20:48,4.1.0
Ir. Karja Saputra,"Sering eror, ga recommended.",2,2024-08-11 2:26:31,4.1.0
"Shania Nurdiyanti, S.T.","Lemot bgt app ini, fix uninstall.",2,2024-04-17 14:04:33,4.1.0
Raina Mansur,"Sipp, gk ada masalah, mantap.",5,2024-07-15 11:32:22,4.1.0
Cindy Prabowo,"Lancar jaya bro, gk ada error.",4,2024-03-04 17:16:13,4.1.0
"R. Harto Salahudin, S.IP","Lemot bgt app ini, fix uninstall.",3,2024-08-03 20:51:54,4.1.0
Unjani Mansur,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-07-21 12:25:47,4.1.0
Aurora Laksmiwati,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-09-24 8:40:44,4.1.0
Rafid Fujiati,"Payah, gk bisa dipake sama sekali.",3,2024-05-22 7:31:52,4.1.0
"Anita Sinaga, S.Farm","Gagal terus, tolong dong diperbaiki!",3,2024-08-05 1:51:27,4.1.0
"KH. Wisnu Prayoga, S.Sos",Udah nyoba berkali-kali tetep gk bisa.,3,2024-02-17 12:34:06,4.1.0
Harja Widodo,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-04-24 19:45:35,4.1.0
Johan Natsir,"Sipp, gk ada masalah, mantap.",4,2024-04-04 0:20:15,4.1.0
Najwa Permata,"Cepat dan responsif, saya suka.",4,2024-01-26 6:13:36,4.1.0
"Putri Nuraini, M.Farm",Lambat banget! ga enak dipake,1,2024-07-15 11:26:31,4.1.0
drg. Chandra Natsir,Udah nyoba berkali-kali tetep gk bisa.,2,2024-10-21 2:50:54,4.1.0
"Drs. Diana Mustofa, M.M.","Payah, gk bisa dipake sama sekali.",3,2024-05-31 16:19:50,4.1.0
"Asirwanda Dabukke, S.H.","Pokoknya juara, the best dah.",5,2024-03-21 22:31:23,4.1.0
Bakiadi Laksita,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-08-07 20:14:39,4.1.0
Devi Lestari,"Sipp, gk ada masalah, mantap.",4,2024-05-16 4:09:26,4.1.0
Zelda Wibisono,"Aduh app-nya error mulu, ga bener.",1,2024-04-28 2:55:50,4.1.0
Cawisono Marbun,"Males banget, tiap buka loading terus.",3,2024-05-28 2:17:47,4.1.0
"Ir. Yuliana Prastuti, S.Ked","App-nya keren, mantul!",5,2024-04-24 7:07:14,4.1.0
"Ir. Silvia Yuliarti, M.M.","Gak bisa checkout, tolong perbaiki dong!",2,2024-07-28 15:17:45,4.1.0
Hafshah Santoso,"App-nya keren, mantul!",4,2024-01-03 8:50:34,4.1.0
Among Kuswandari,"App-nya keren, mantul!",5,2024-09-21 21:43:24,4.1.0
Anastasia Waskita,Aplikasinya suka ngelag parah,3,2024-03-12 16:19:47,4.1.0
Asirwada Haryanto,"Gagal terus, tolong dong diperbaiki!",2,2024-02-13 2:28:31,4.1.0
"Estiawan Sitompul, S.IP","Layanan memuaskan, fitur lengkap.",5,2024-04-25 6:29:28,4.1.0
Hesti Simanjuntak,Udah nyoba berkali-kali tetep gk bisa.,3,2024-03-26 1:58:12,4.1.0
Ega Mandasari,Udah nyoba berkali-kali tetep gk bisa.,2,2024-09-17 4:24:57,4.1.0
Sutan Cawisadi Hutagalung,"Payah, gk bisa dipake sama sekali.",2,2024-04-28 18:46:28,4.1.0
Harsana Nuraini,"Gak bisa checkout, tolong perbaiki dong!",2,2024-01-26 19:15:35,4.1.0
"Kardi Kusmawati, S.E.I","Lancar jaya bro, gk ada error.",4,2024-05-09 10:38:38,4.1.0
Leo Saputra,"Males banget, tiap buka loading terus.",2,2024-05-03 10:46:12,4.1.0
"Drs. Paulin Nurdiyanti, S.Kom","Mantul, pokoknya aplikasi ini juara deh!",4,2024-01-31 20:41:48,4.1.0
drg. Sakti Nashiruddin,"Gagal terus, tolong dong diperbaiki!",2,2024-01-03 6:00:16,4.1.0
Gabriella Permata,"Gagal terus, tolong dong diperbaiki!",1,2024-04-27 13:28:58,4.1.0
Salwa Halim,Udah nyoba berkali-kali tetep gk bisa.,1,2024-05-05 11:24:39,4.1.0
Eja Anggraini,"Gagal terus, tolong dong diperbaiki!",3,2024-04-27 5:33:34,4.1.0
Paramita Marbun,"App-nya keren, mantul!",5,2024-06-25 8:12:20,4.1.0
Rama Sinaga,Aplikasinya suka ngelag parah,2,2024-06-10 17:11:24,4.1.0
Karman Pratiwi,Aplikasinya suka ngelag parah,1,2024-07-20 6:43:47,4.1.0
Ratna Sirait,"Cepat dan responsif, saya suka.",5,2024-02-29 13:34:12,4.1.0
"Atma Kusmawati, S.E.I",Udah nyoba berkali-kali tetep gk bisa.,3,2024-01-24 22:47:53,4.1.0
Zalindra Tarihoran,"App-nya keren, mantul!",5,2024-05-15 16:40:15,4.1.0
Atmaja Gunawan,Lambat banget! ga enak dipake,3,2024-10-15 9:11:23,4.1.0
Puti Samiah Tamba,"Pokoknya juara, the best dah.",5,2024-07-28 5:09:54,4.1.0
KH. Eja Oktaviani,Aplikasinya suka ngelag parah,1,2024-02-01 7:58:49,4.1.0
"Purwa Lailasari, S.Kom","Males banget, tiap buka loading terus.",3,2024-10-10 13:16:11,4.1.0
Dr. Fitriani Permata,"App ini mantap betul, gk kecewa.",4,2024-03-18 11:25:18,4.1.0
Kusuma Mulyani,"Sering eror, ga recommended.",1,2024-03-14 0:55:50,4.1.0
Hilda Saragih,"Aduh app-nya error mulu, ga bener.",3,2024-08-13 22:07:08,4.1.0
Tiara Wahyuni,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-01 15:05:57,4.1.0
"dr. Devi Firgantoro, S.H.",Aplikasinya suka ngelag parah,2,2024-08-25 7:30:35,4.1.0
Puti Alika Dabukke,"Lemot bgt app ini, fix uninstall.",1,2024-02-12 15:57:08,4.1.0
"dr. Karen Habibi, M.Ak","Mantap, semuanya lancar.",5,2024-07-06 4:22:29,4.1.0
Drs. Wani Wijaya,Aplikasinya bagus banget!,5,2024-08-10 5:01:14,4.1.0
Lili Simanjuntak,"Payah, gk bisa dipake sama sekali.",3,2024-01-16 3:55:30,4.1.0
Ihsan Tamba,"App-nya keren, mantul!",5,2024-04-02 16:14:04,4.1.0
Nrima Lestari,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-04-13 20:03:40,4.1.0
Tgk. Wawan Saputra,"Gak bisa checkout, tolong perbaiki dong!",2,2024-02-03 10:10:29,4.1.0
"dr. Mutia Permata, M.TI.","App ini mantap betul, gk kecewa.",4,2024-06-30 12:42:38,4.1.0
H. Ajimat Sudiati,"Males banget, tiap buka loading terus.",1,2024-03-07 18:12:35,4.1.0
"Warsita Wibisono, M.Pd","App-nya keren, mantul!",4,2024-08-21 11:36:10,4.1.0
"Dt. Sabar Yulianti, S.Pd",Aplikasinya bagus banget!,4,2024-04-17 16:18:12,4.1.0
Prabawa Sudiati,"Gagal terus, tolong dong diperbaiki!",2,2024-04-24 23:28:22,4.1.0
dr. Cinthia Hassanah,"Males banget, tiap buka loading terus.",2,2024-04-19 15:57:32,4.1.0
Sari Tampubolon,"Layanan memuaskan, fitur lengkap.",4,2024-10-15 7:23:23,4.1.0
"Diana Pradana, M.Farm",Aplikasinya bagus banget!,4,2024-04-13 14:41:59,4.1.0
Tantri Rajasa,"Lancar jaya bro, gk ada error.",4,2024-01-04 19:53:05,4.1.0
Padma Mardhiyah,"Males banget, tiap buka loading terus.",2,2024-02-13 8:52:37,4.1.0
Jail Santoso,"Cepat dan responsif, saya suka.",5,2024-03-04 18:17:10,4.1.0
"Hj. Karimah Wibisono, S.I.Kom","Pokoknya juara, the best dah.",4,2024-01-02 0:52:19,4.1.0
"Tgk. Purwadi Najmudin, S.Kom","Males banget, tiap buka loading terus.",2,2024-04-08 13:51:52,4.1.0
"dr. Margana Budiyanto, S.IP","Sipp, gk ada masalah, mantap.",4,2024-04-26 7:29:07,4.1.0
Simon Putra,"Gagal terus, tolong dong diperbaiki!",1,2024-09-09 10:34:47,4.1.0
"Ir. Jessica Januar, S.Psi","Pokoknya juara, the best dah.",5,2024-03-17 13:58:21,4.1.0
